Date,Time,Store,Category,Price,Payment
2018-04-02,11:56,Baltimore,Sporting Goods,255.77,Discover
2019-06-20,22:05,Mesa,Computers,62.13,MasterCard
2001-08-01,12:05,Mesa,Garden,99.81,Cash
2005-10-17,17:07,Fremont,Consumer Electronics,470.16,Visa
2013-09-06,23:21,Irving,Sporting Goods,496.73,Amex
2005-01-14,07:56,Buffalo,Cameras,292.38,Discover
2000-01-15,21:51,Oklahoma City,Children's Clothing,166.08,MasterCard
2016-12-05,00:02,Boise,Pet Supplies,199.71,Cash
2003-08-03,16:49,Orlando,Toys,17.59,MasterCard
2014-02-18,03:59,Newark,Pet Supplies,467.11,Visa
2011-07-04,18:17,Hialeah,Consumer Electronics,395.99,Discover
2003-10-21,19:50,Greensboro,Computers,261.16,Visa
2018-02-15,14:42,Fort Worth,Computers,100.38,MasterCard
2017-10-08,23:55,San Jose,CDs,250.46,Cash
2016-12-02,13:33,Sacramento,Books,259.03,Visa
2010-06-21,22:30,Aurora,Garden,256.25,Visa
2020-03-13,12:07,Saint Paul,Crafts,342.35,Visa
2012-01-15,00:44,Richmond,Pet Supplies,367.76,Discover
2013-06-12,23:25,Glendale,Toys,81.91,Visa
2001-03-06,13:55,Chula Vista,Sporting Goods,93.74,Amex
2011-05-03,04:30,Los Angeles,DVDs,380.67,MasterCard
2004-07-14,04:03,Richmond,Cameras,46.48,Amex
2005-08-28,19:31,Pittsburgh,Baby,141.26,Cash
2017-08-21,04:28,Wichita,Cameras,326.65,Cash
2000-02-05,03:33,Toledo,Video Games,324.14,Discover
2000-05-17,00:36,Tucson,DVDs,450.33,MasterCard
2005-04-14,20:59,Portland,Sporting Goods,182.0,Visa
2004-12-24,06:26,Dallas,Baby,434.94,Amex
2007-07-28,00:00,Glendale,CDs,445.5,Discover
2000-01-14,12:19,Austin,Cameras,113.26,MasterCard
2020-04-21,01:39,Newark,Sporting Goods,371.88,Cash
2001-08-27,20:41,Tucson,Men's Clothing,28.91,Discover
2010-03-06,14:38,Denver,Health and Beauty,242.29,Discover
2020-03-19,20:18,Colorado Springs,Health and Beauty,453.16,Discover
2014-01-18,04:07,Seattle,Men's Clothing,442.41,Discover
2007-07-01,16:49,Winston–Salem,Crafts,170.06,Visa
2001-11-23,01:49,Phoenix,Cameras,129.06,Amex
2019-12-02,05:17,St. Petersburg,Consumer Electronics,47.37,Cash
2000-04-17,17:39,Baton Rouge,Garden,387.9,Cash
2002-08-22,16:22,Irvine,Cameras,152.86,Amex
2019-12-13,15:44,Oklahoma City,Computers,478.32,Discover
2019-05-07,22:50,Chicago,Men's Clothing,95.59,Discover
2015-12-12,07:27,Boston,Pet Supplies,321.06,Amex
2017-01-03,14:07,Greensboro,Children's Clothing,279.54,Amex
2005-02-02,06:48,Minneapolis,CDs,205.79,Cash
2010-10-09,15:44,Corpus Christi,Crafts,254.39,Cash
2003-08-15,05:06,Garland,CDs,206.06,Amex
2010-03-10,00:17,San Jose,DVDs,204.88,Visa
2007-02-15,23:52,St. Petersburg,Sporting Goods,359.82,Discover
2004-04-11,04:29,Portland,Garden,262.5,Discover
2017-11-15,04:26,Minneapolis,Baby,261.53,MasterCard
2006-06-27,00:40,Washington,DVDs,213.39,MasterCard
2020-08-20,22:23,Chicago,Women's Clothing,209.46,Discover
2005-01-26,12:18,Omaha,Cameras,427.08,MasterCard
2017-11-02,22:54,El Paso,Cameras,84.56,Amex
2010-05-20,02:33,Reno,Music,74.11,Discover
2013-05-01,02:29,Toledo,Sporting Goods,11.98,Cash
2003-11-02,15:55,New York,Computers,233.51,Cash
2008-02-16,20:53,Henderson,Computers,92.43,Visa
2000-06-21,08:19,Irvine,Consumer Electronics,327.28,Cash
2013-09-03,13:15,Mesa,Consumer Electronics,110.66,MasterCard
2016-05-02,23:39,Madison,Women's Clothing,427.22,Visa
2009-11-02,12:53,El Paso,DVDs,124.85,Cash
2006-05-23,16:31,Tucson,Video Games,442.24,Visa
2009-09-08,04:48,Minneapolis,Women's Clothing,216.99,Amex
2006-05-19,18:33,Anchorage,Health and Beauty,144.33,Discover
2002-07-13,08:09,Kansas City,DVDs,443.78,Discover
2002-04-05,12:16,Baltimore,Consumer Electronics,28.37,Amex
2017-08-04,03:41,Bakersfield,Pet Supplies,314.67,MasterCard
2007-05-17,17:20,Saint Paul,DVDs,473.62,Cash
2013-08-09,01:55,Newark,Children's Clothing,276.99,MasterCard
2009-08-05,21:03,Wichita,Cameras,146.07,MasterCard
2002-01-24,23:52,Memphis,CDs,267.76,MasterCard
2005-11-24,12:41,Tucson,CDs,317.22,Amex
2020-08-21,17:52,Norfolk,Garden,17.77,Amex
2009-12-11,20:20,Milwaukee,Music,409.58,Amex
2009-09-22,17:28,Newark,Video Games,280.5,Visa
2001-06-20,21:36,Charlotte,Men's Clothing,436.25,Visa
2014-11-03,10:18,Kansas City,Children's Clothing,206.27,MasterCard
2007-07-04,12:20,Scottsdale,Books,113.85,Visa
2003-01-10,01:55,Oakland,Books,434.96,Discover
2019-06-19,00:45,Chesapeake,Consumer Electronics,392.13,Cash
2003-04-01,08:37,Henderson,Garden,497.17,Visa
2019-06-09,06:12,Cleveland,Men's Clothing,65.51,Visa
2003-08-04,00:32,Pittsburgh,Crafts,407.37,MasterCard
2019-09-19,01:17,Wichita,Computers,499.55,Cash
2020-08-26,01:03,Sacramento,Baby,378.6,Cash
2000-12-17,19:01,Memphis,Crafts,441.85,Visa
2002-08-12,19:46,Fort Worth,Crafts,60.1,Visa
2009-08-25,09:55,Chicago,Music,188.25,Cash
2015-10-14,14:38,St. Petersburg,Men's Clothing,159.31,Cash
2019-08-16,04:49,San Francisco,Video Games,211.66,Amex
2012-03-24,02:03,Madison,Computers,188.79,MasterCard
2020-06-22,13:37,Aurora,Men's Clothing,475.65,MasterCard
2014-05-19,20:37,Birmingham,DVDs,411.8,Cash
2018-09-04,19:45,Baltimore,Music,11.63,Discover
2007-03-13,18:49,San Antonio,Toys,210.32,Amex
2001-10-25,23:15,Laredo,CDs,387.05,MasterCard
2006-04-19,15:59,Columbus,Garden,349.83,Visa
2004-07-05,03:09,Chicago,Women's Clothing,406.11,Amex
2000-06-21,23:11,Greensboro,Men's Clothing,100.2,Amex
2017-01-10,11:29,Fremont,Books,39.72,Visa
2003-08-22,10:22,Winston–Salem,Books,111.85,Discover
2016-09-15,12:45,Milwaukee,Men's Clothing,209.18,MasterCard
2014-02-19,12:51,Colorado Springs,Men's Clothing,12.62,Visa
2011-08-02,13:19,Saint Paul,Cameras,350.91,Cash
2019-09-07,12:16,Fort Worth,Toys,487.35,Discover
2015-01-03,10:38,Omaha,Toys,160.88,Discover
2007-11-23,14:08,Chandler,Music,291.45,Visa
2020-07-14,18:31,Colorado Springs,Women's Clothing,354.67,Discover
2010-10-15,09:20,Durham,Cameras,193.01,Discover
2000-12-06,07:05,Oklahoma City,Women's Clothing,3.9,Amex
2012-01-12,17:02,Detroit,DVDs,130.88,Cash
2009-04-28,18:18,Reno,Books,461.62,Visa
2001-03-18,02:05,Plano,Garden,332.72,Discover
2017-04-28,07:40,Chicago,Men's Clothing,267.91,Visa
2003-04-28,11:19,Columbus,Pet Supplies,133.61,Visa
2018-09-26,04:09,San Bernardino,Pet Supplies,36.94,Amex
2005-01-02,08:27,San Jose,Children's Clothing,136.12,MasterCard
2000-08-04,18:57,Miami,Health and Beauty,166.14,MasterCard
2006-11-18,20:22,Toledo,Toys,96.17,Visa
2006-08-23,01:06,Seattle,Pet Supplies,59.53,Cash
2017-02-01,23:48,Hialeah,Crafts,241.2,MasterCard
2014-11-11,22:31,Toledo,Toys,70.36,Amex
2006-06-03,10:32,Gilbert,DVDs,451.59,Discover
2017-01-03,18:47,Hialeah,DVDs,461.34,Discover
2020-02-03,16:51,Oakland,Baby,357.38,MasterCard
2008-07-17,16:11,Rochester,Crafts,70.37,Cash
2014-03-07,19:39,Lincoln,Pet Supplies,18.89,Discover
2006-11-08,09:39,Anchorage,Men's Clothing,450.6,Cash
2003-03-12,08:48,Fremont,Video Games,329.51,MasterCard
2010-05-14,00:22,Las Vegas,Crafts,155.66,Visa
2009-02-03,06:24,Anchorage,Books,59.31,Amex
2004-12-06,08:37,Chandler,Baby,421.75,Amex
2014-09-08,05:59,Detroit,Toys,327.04,MasterCard
2007-08-05,10:45,Virginia Beach,Health and Beauty,91.6,Visa
2003-09-09,19:00,Milwaukee,Children's Clothing,329.25,Cash
2004-07-25,14:44,North Las Vegas,Crafts,271.43,Amex
2004-01-14,17:49,Norfolk,Garden,176.29,Visa
2020-07-10,08:33,Pittsburgh,Video Games,300.91,Cash
2003-11-28,02:45,Winston–Salem,Pet Supplies,43.02,MasterCard
2001-05-09,15:03,New Orleans,Crafts,187.54,MasterCard
2019-05-21,14:37,Nashville,Baby,425.54,Discover
2018-04-01,03:23,Detroit,Garden,7.2,Amex
2006-12-23,00:39,San Francisco,Children's Clothing,370.81,MasterCard
2003-04-16,22:32,Las Vegas,Children's Clothing,199.09,Discover
2000-07-24,17:26,Garland,Women's Clothing,90.96,Discover
2007-11-18,15:08,Fort Wayne,Video Games,374.14,MasterCard
2009-03-03,02:09,Lexington,Children's Clothing,450.24,MasterCard
2020-07-23,07:20,North Las Vegas,Men's Clothing,402.55,Cash
2011-05-27,05:45,Milwaukee,DVDs,290.67,Visa
2000-08-16,03:08,Richmond,CDs,289.02,Discover
2007-11-10,17:30,Chandler,Books,295.39,Cash
2008-09-01,00:00,Lexington,Video Games,306.41,Discover
2003-10-08,19:43,Mesa,Pet Supplies,214.78,MasterCard
2013-10-23,08:22,Buffalo,Men's Clothing,269.4,MasterCard
2001-10-28,08:25,Corpus Christi,Children's Clothing,216.5,Amex
2005-12-09,17:17,Indianapolis,Computers,149.05,Amex
2000-12-18,17:43,Miami,Children's Clothing,418.27,Visa
2013-11-06,02:41,Newark,Sporting Goods,469.78,Cash
2007-10-16,14:33,Richmond,Cameras,86.8,Cash
2002-07-27,20:57,Aurora,Crafts,495.97,Cash
2016-04-08,18:51,Orlando,Women's Clothing,459.12,Amex
2011-08-21,13:10,Chicago,CDs,93.5,Cash
2019-05-18,12:47,Gilbert,Pet Supplies,151.46,Cash
2019-10-03,14:01,Atlanta,Books,221.24,Visa
2007-10-11,00:31,Fremont,Books,179.52,Discover
2013-01-03,22:03,Albuquerque,Garden,91.31,Cash
2001-11-26,01:44,Lexington,Garden,315.29,Cash
2015-07-14,16:18,Columbus,DVDs,223.58,Visa
2001-06-25,21:55,Bakersfield,Children's Clothing,149.04,MasterCard
2004-07-19,03:57,Riverside,Video Games,414.33,Visa
2011-06-22,03:23,Albuquerque,Health and Beauty,183.44,Cash
2015-11-25,16:54,Richmond,Crafts,110.71,Discover
2014-04-02,04:46,Fort Worth,Health and Beauty,133.16,Visa
2007-01-02,15:52,Houston,Health and Beauty,135.7,Visa
2016-06-22,22:36,Durham,Cameras,77.32,Discover
2018-12-02,21:07,Austin,Women's Clothing,418.26,Visa
2009-03-23,04:57,Las Vegas,Consumer Electronics,263.28,Discover
2019-07-10,07:09,Raleigh,Baby,416.07,MasterCard
2010-08-28,10:07,Boston,Health and Beauty,390.14,Cash
2012-09-25,02:25,Long Beach,Pet Supplies,348.56,Visa
2000-06-07,00:10,San Bernardino,Video Games,304.03,MasterCard
2019-05-11,06:31,Long Beach,Consumer Electronics,32.86,Cash
2009-05-08,02:14,Memphis,Toys,353.26,Visa
2006-11-22,11:08,Dallas,Sporting Goods,473.69,MasterCard
2001-10-23,19:41,Houston,Men's Clothing,197.32,Amex
2007-11-05,00:48,Miami,Crafts,24.59,Amex
2001-05-22,23:45,Louisville,Women's Clothing,307.95,Visa
2005-01-02,13:24,Chesapeake,Baby,372.74,MasterCard
2018-01-02,01:30,Scottsdale,Cameras,151.64,Cash
2016-12-07,03:39,Chicago,Baby,405.12,MasterCard
2016-07-13,07:44,Tulsa,Consumer Electronics,185.67,Amex
2010-03-26,09:31,Houston,Music,464.15,Discover
2020-06-09,03:39,Buffalo,Toys,439.22,Visa
2009-02-09,02:07,Tucson,Music,366.74,Amex
2016-08-14,19:38,Madison,Consumer Electronics,122.17,Visa
2004-03-09,16:07,Winston–Salem,Men's Clothing,418.26,Discover
2005-08-03,15:06,Colorado Springs,Garden,332.59,MasterCard
2004-09-04,01:12,Chandler,Sporting Goods,24.31,Visa
2009-07-11,01:21,Rochester,Video Games,156.21,MasterCard
2019-08-08,16:02,San Diego,CDs,238.16,Amex
2017-04-18,03:01,San Bernardino,Sporting Goods,454.17,Amex
2018-04-12,22:18,Richmond,Children's Clothing,184.54,Visa
2009-12-01,02:16,Tampa,Toys,307.82,Amex
2005-04-14,05:55,Pittsburgh,Sporting Goods,422.54,Visa
2000-04-26,11:20,Laredo,Consumer Electronics,48.11,Cash
2002-11-05,08:24,Oklahoma City,Women's Clothing,14.62,Cash
2004-05-27,15:12,Santa Ana,Health and Beauty,125.88,Visa
2006-05-08,20:31,Miami,Pet Supplies,442.4,Cash
2014-03-19,02:29,Colorado Springs,CDs,0.74,MasterCard
2010-05-23,08:09,Pittsburgh,Women's Clothing,131.02,Discover
2012-09-23,04:04,Omaha,DVDs,188.5,Discover
2002-05-28,23:53,Jersey City,Garden,4.28,Amex
2002-10-07,16:41,San Francisco,Garden,475.82,Discover
2006-12-07,10:02,Louisville,Consumer Electronics,29.07,Cash
2016-09-03,02:34,Madison,Computers,202.7,Cash
2015-02-19,05:11,Rochester,Children's Clothing,431.34,Cash
2001-03-11,16:13,Austin,Computers,166.57,MasterCard
2003-09-18,23:39,Plano,Crafts,213.51,Visa
2016-05-20,17:43,Honolulu,Pet Supplies,91.59,Discover
2005-05-01,11:21,San Jose,Sporting Goods,422.91,MasterCard
2019-01-15,19:50,Greensboro,Children's Clothing,142.41,Visa
2015-02-20,02:55,Las Vegas,Sporting Goods,306.84,Amex
2016-04-12,18:42,San Francisco,Children's Clothing,292.62,Cash
2008-09-20,10:39,Austin,CDs,294.33,Discover
2020-10-20,04:31,Reno,Video Games,294.46,Discover
2020-03-22,12:54,Anchorage,Crafts,230.76,Discover
2008-09-17,01:38,Norfolk,CDs,432.98,Visa
2002-02-18,05:18,San Antonio,Crafts,38.67,Amex
2004-10-28,11:33,Stockton,CDs,228.21,Visa
2005-03-02,07:12,Tulsa,Garden,127.19,Amex
2007-07-01,23:45,Chandler,Cameras,289.09,Amex
2008-01-09,20:49,Houston,CDs,121.24,Amex
2015-08-20,09:50,Greensboro,DVDs,371.98,Discover
2014-05-24,23:41,Raleigh,Books,274.2,Discover
2018-06-13,23:43,Oakland,Toys,103.97,Amex
2009-03-28,20:26,Cincinnati,Cameras,236.57,Visa
2010-04-10,10:38,Lubbock,CDs,304.11,MasterCard
2009-11-10,23:47,Baltimore,DVDs,110.52,Amex
2004-08-13,01:05,San Francisco,Children's Clothing,203.82,MasterCard
2012-09-05,07:47,Columbus,Video Games,393.02,MasterCard
2015-07-22,00:24,Greensboro,Toys,207.88,Cash
2016-10-24,15:42,Spokane,Baby,245.63,MasterCard
2005-11-04,17:27,Plano,Consumer Electronics,308.08,Cash
2017-03-28,01:07,Seattle,Children's Clothing,101.49,Amex
2012-02-22,06:27,Houston,Cameras,125.14,Cash
2017-03-09,13:49,Long Beach,Children's Clothing,169.09,Discover
2009-08-22,09:39,Boston,Cameras,346.35,Discover
2005-06-12,23:25,Fort Worth,Health and Beauty,379.66,MasterCard
2017-04-06,21:55,Chesapeake,Music,29.41,Discover
2018-08-02,06:15,Scottsdale,DVDs,142.77,Amex
2000-04-01,19:02,San Bernardino,Sporting Goods,9.89,Amex
2001-09-20,13:39,Las Vegas,Video Games,87.49,Amex
2003-10-20,23:08,Portland,Books,75.58,Discover
2017-12-06,04:32,Boise,Sporting Goods,288.66,MasterCard
2016-08-22,14:30,Los Angeles,DVDs,430.34,Discover
2004-07-20,07:39,New Orleans,Garden,37.42,Cash
2001-06-17,04:39,Laredo,Garden,348.21,Cash
2017-12-25,08:33,Norfolk,Sporting Goods,224.09,Amex
2014-07-05,15:43,Milwaukee,CDs,418.29,MasterCard
2012-10-18,16:24,Tucson,Health and Beauty,268.79,MasterCard
2002-02-18,01:43,Chandler,CDs,419.92,Visa
2003-08-27,15:22,Durham,Music,336.48,Cash
2009-09-11,16:40,Jersey City,Pet Supplies,264.72,Cash
2012-12-02,06:04,Baltimore,Music,245.79,MasterCard
2012-06-14,17:56,Baton Rouge,Toys,199.85,MasterCard
2004-07-26,19:11,Phoenix,Books,2.55,Amex
2008-04-22,18:32,Long Beach,Crafts,453.08,Amex
2017-07-10,18:54,Chula Vista,Computers,355.7,MasterCard
2013-11-21,10:45,Memphis,Sporting Goods,488.5,Cash
2019-02-06,17:55,Washington,Baby,144.14,Amex
2001-05-18,17:23,Wichita,Children's Clothing,80.44,MasterCard
2012-01-21,11:48,Honolulu,Toys,417.42,Cash
2007-12-22,21:12,Seattle,Baby,411.15,Visa
2008-02-03,12:24,Austin,Consumer Electronics,186.6,Amex
2002-04-05,21:15,Fort Wayne,Crafts,37.11,Amex
2011-01-05,19:34,Sacramento,Pet Supplies,50.27,MasterCard
2004-02-22,08:18,Birmingham,Health and Beauty,485.49,Cash
2018-07-26,03:16,El Paso,Women's Clothing,126.12,Visa
2002-06-07,15:55,Baton Rouge,Toys,411.54,Visa
2000-11-23,08:59,San Francisco,Children's Clothing,4.94,Discover
2002-12-13,14:18,Chula Vista,Books,185.9,Discover
2010-10-13,03:55,Lubbock,Children's Clothing,78.78,Visa
2007-03-16,11:42,Nashville,Health and Beauty,51.21,Cash
2015-12-04,08:45,Jersey City,Children's Clothing,58.09,Visa
2004-02-14,20:26,Baltimore,Baby,456.62,Cash
2011-11-06,22:01,Irvine,CDs,335.86,Cash
2007-07-03,10:35,Phoenix,Garden,259.52,Visa
2017-04-23,05:42,Albuquerque,Crafts,218.31,Amex
2011-07-01,09:47,Tucson,Baby,379.08,Discover
2002-12-13,00:07,New York,Baby,32.81,Visa
2004-09-22,09:01,St. Louis,Women's Clothing,0.87,Visa
2002-12-08,03:39,Tampa,Women's Clothing,153.44,Discover
2009-06-23,04:59,Denver,Books,468.08,Visa
2014-02-10,15:34,Reno,Pet Supplies,58.23,Discover
2007-11-23,22:21,Chicago,Cameras,46.65,Discover
2009-07-28,22:23,Santa Ana,Consumer Electronics,432.45,Cash
2007-11-25,06:39,Scottsdale,Music,277.66,Amex
2019-10-15,10:16,Tampa,Crafts,16.09,Visa
2012-04-24,21:09,Atlanta,Health and Beauty,484.31,MasterCard
2016-02-15,09:29,Boise,Pet Supplies,143.57,Cash
2006-05-12,14:59,Baton Rouge,Sporting Goods,210.55,Amex
2011-04-03,01:52,Virginia Beach,Toys,145.38,MasterCard
2000-09-08,15:02,Honolulu,DVDs,40.78,Amex
2010-11-07,14:48,Detroit,Pet Supplies,77.06,Amex
2010-08-09,02:01,Tampa,Crafts,72.7,Cash
2001-09-13,22:41,Houston,Health and Beauty,215.04,Amex
2017-05-12,07:14,Detroit,Sporting Goods,181.94,Cash
2006-05-22,17:39,Henderson,Music,358.35,Amex
2015-05-14,04:56,Fort Wayne,Children's Clothing,151.91,MasterCard
2014-09-22,22:32,Milwaukee,Garden,423.32,Amex
2012-07-05,06:12,Reno,Computers,76.12,Visa
2020-06-27,13:32,Memphis,Sporting Goods,50.9,Amex
2020-03-19,20:47,Gilbert,Toys,77.33,Cash
2014-08-11,11:54,Spokane,Video Games,15.49,Discover
2016-01-21,22:58,Oklahoma City,Consumer Electronics,150.99,Discover
2008-07-16,08:37,Jersey City,Sporting Goods,45.75,MasterCard
2016-01-16,18:46,San Diego,Books,147.41,Discover
2004-02-12,09:56,Jersey City,Baby,155.28,Visa
2010-07-21,00:09,Winston–Salem,Women's Clothing,293.71,Amex
2000-01-23,01:12,Charlotte,Consumer Electronics,265.2,Discover
2003-04-04,02:19,Cleveland,Sporting Goods,393.68,Discover
2020-12-27,12:32,Lincoln,Consumer Electronics,393.55,Cash
2003-05-25,06:30,Denver,Sporting Goods,207.76,MasterCard
2010-08-03,05:28,New York,Sporting Goods,383.34,Cash
2013-03-04,10:27,Kansas City,Garden,62.12,Visa
2013-10-18,00:18,Milwaukee,Toys,267.36,Visa
2015-05-18,19:14,Santa Ana,Pet Supplies,403.42,Discover
2010-05-22,11:15,Tampa,Computers,211.28,Amex
2004-01-23,19:11,Tulsa,Consumer Electronics,232.11,Cash
2016-05-11,14:15,Colorado Springs,Sporting Goods,71.58,Amex
2003-07-15,19:20,Phoenix,Baby,197.64,Discover
2016-01-23,20:35,Miami,CDs,102.53,Discover
2015-04-06,11:52,Los Angeles,Children's Clothing,61.22,Visa
2009-02-24,18:51,Lincoln,Toys,84.18,Discover
2004-10-10,09:06,Fort Wayne,Pet Supplies,226.14,Visa
2008-11-08,18:44,Honolulu,Books,19.85,Cash
2004-12-03,00:15,Philadelphia,Sporting Goods,458.27,Amex
2018-04-19,20:29,Minneapolis,CDs,206.97,Cash
2008-07-15,20:38,Plano,Baby,285.46,Visa
2009-11-10,07:27,Tucson,Health and Beauty,216.9,MasterCard
2013-07-08,22:54,Colorado Springs,Health and Beauty,451.91,MasterCard
2011-05-08,07:44,Kansas City,Computers,134.61,Visa
2015-12-05,19:14,Garland,Video Games,266.71,Cash
2014-06-09,02:23,Boise,Books,470.48,Discover
2007-11-16,08:36,Cincinnati,Men's Clothing,460.26,Visa
2004-05-28,23:21,Norfolk,Music,16.33,Visa
2017-07-25,04:10,Raleigh,Video Games,211.08,Visa
2002-04-13,18:10,Richmond,Books,251.11,Discover
2014-01-08,19:36,St. Louis,DVDs,159.51,Visa
2012-01-11,14:38,Milwaukee,Sporting Goods,74.16,Visa
2020-06-28,20:11,San Bernardino,Toys,394.52,Cash
2018-06-25,07:39,Sacramento,Video Games,97.16,Visa
2014-10-06,09:39,Milwaukee,CDs,74.07,MasterCard
2016-06-27,09:28,Bakersfield,Music,36.89,Cash
2002-01-08,05:45,Durham,Video Games,477.38,Amex
2017-07-03,16:48,Minneapolis,Women's Clothing,446.55,Visa
2006-02-23,02:30,Louisville,Books,369.98,Amex
2013-06-22,10:53,Boston,Cameras,188.8,Visa
2001-10-17,06:01,St. Petersburg,Baby,287.47,Visa
2001-01-09,01:23,Scottsdale,Cameras,344.22,MasterCard
2017-09-14,00:29,Santa Ana,Women's Clothing,352.47,Visa
2018-06-09,10:09,Scottsdale,Health and Beauty,400.61,Visa
2019-09-24,08:06,New York,Computers,338.95,Cash
2012-04-17,14:52,Fresno,Men's Clothing,186.56,Amex
2002-02-06,19:40,Atlanta,DVDs,48.79,MasterCard
2015-12-22,20:12,Stockton,Computers,260.28,Amex
2009-08-17,13:04,Rochester,Music,12.36,Amex
2013-08-11,21:44,Anchorage,Consumer Electronics,334.73,Visa
2002-02-08,01:42,Chandler,Garden,371.26,Cash
2018-01-02,10:56,New York,Computers,269.91,MasterCard
2004-01-02,02:43,Kansas City,Garden,97.02,Discover
2000-01-18,18:09,Lexington,Video Games,369.87,Discover
2006-04-27,19:20,New Orleans,Computers,182.68,Visa
2013-05-27,03:47,Jacksonville,CDs,444.15,MasterCard
2014-02-26,19:16,Boise,Pet Supplies,430.02,Discover
2016-05-11,15:00,San Diego,Women's Clothing,296.6,Visa
2006-06-05,06:10,Lincoln,Pet Supplies,248.26,Visa
2016-06-13,17:38,Irving,Pet Supplies,422.78,Visa
2004-03-02,08:27,Jacksonville,Consumer Electronics,187.85,Amex
2000-06-01,10:40,Lubbock,Music,229.74,MasterCard
2002-07-20,17:05,Saint Paul,Music,135.06,Amex
2020-02-20,12:39,Norfolk,Computers,395.63,Cash
2014-04-07,06:26,Stockton,DVDs,48.34,MasterCard
2005-10-12,10:12,Stockton,DVDs,282.1,Cash
2013-12-23,22:34,Scottsdale,Crafts,480.9,Amex
2005-11-02,23:35,Chandler,Cameras,363.52,Visa
2000-04-03,03:21,Glendale,Cameras,435.4,MasterCard
2000-02-03,21:37,Santa Ana,Consumer Electronics,481.44,Amex
2008-02-28,10:27,Laredo,Health and Beauty,252.63,Amex
2004-04-19,14:47,Santa Ana,Cameras,476.33,Discover
2016-04-18,19:54,Philadelphia,Music,223.4,MasterCard
2011-11-17,08:22,Philadelphia,Children's Clothing,134.46,Cash
2000-10-24,04:32,Arlington,Video Games,169.33,Visa
2002-01-05,04:46,Anaheim,Music,204.75,Cash
2019-02-02,05:22,Plano,Children's Clothing,308.47,Visa
2017-08-13,15:29,Phoenix,Garden,426.43,Discover
2004-02-18,07:32,Garland,Men's Clothing,427.97,Cash
2005-09-21,15:05,Las Vegas,CDs,37.83,Amex
2006-04-28,02:13,Boise,Video Games,23.21,Amex
2002-04-01,08:55,Atlanta,Crafts,267.03,MasterCard
2008-03-04,06:11,Aurora,Computers,481.68,MasterCard
2003-01-02,16:44,Fresno,Books,418.37,Amex
2011-11-23,20:14,Oakland,Crafts,443.37,Amex
2020-09-24,14:57,Jersey City,DVDs,108.25,Amex
2009-06-02,10:10,Baltimore,DVDs,0.18,Visa
2019-08-13,20:06,Miami,CDs,146.44,Visa
2018-09-17,15:48,Nashville,Sporting Goods,104.75,Visa
2014-01-18,20:04,New York,Health and Beauty,371.21,Amex
2000-09-09,09:05,Lexington,Health and Beauty,216.08,MasterCard
2013-05-06,21:55,Wichita,Baby,148.43,MasterCard
2000-03-08,11:33,San Diego,Garden,86.31,Amex
2003-09-13,08:27,Baton Rouge,Computers,67.94,Amex
2010-08-12,19:44,Charlotte,Baby,451.96,Amex
2014-09-18,01:11,Madison,Books,397.18,Cash
2002-11-11,17:53,Philadelphia,Books,357.31,MasterCard
2014-03-14,22:38,Saint Paul,Garden,232.8,Discover
2018-02-16,20:50,New York,Men's Clothing,122.49,Cash
2002-05-16,17:01,Santa Ana,Sporting Goods,368.29,Cash
2016-06-07,14:54,Anchorage,Men's Clothing,398.32,Cash
2016-11-09,00:07,Madison,Consumer Electronics,388.66,Discover
2003-07-06,18:27,Newark,Men's Clothing,337.12,Cash
2012-01-21,04:21,Irvine,Sporting Goods,141.78,MasterCard
2004-06-01,07:12,Las Vegas,Toys,22.82,Visa
2015-03-08,00:04,Arlington,Cameras,215.06,Amex
2005-01-01,20:51,Arlington,DVDs,339.64,Visa
2005-04-28,14:56,Honolulu,Computers,235.57,Amex
2019-11-26,05:03,New York,Health and Beauty,170.43,Discover
2006-06-24,07:43,Dallas,Sporting Goods,88.84,Visa
2011-11-18,01:18,Gilbert,Sporting Goods,198.59,Visa
2016-02-03,12:48,Chandler,Pet Supplies,216.86,Cash
2004-10-05,10:41,Kansas City,Children's Clothing,171.39,Cash
2010-02-18,06:30,Hialeah,Video Games,93.91,Discover
2015-07-24,01:25,Mesa,Books,363.34,Amex
2013-11-26,16:00,Los Angeles,Crafts,17.65,Cash
2000-11-09,10:29,Lincoln,CDs,380.7,Amex
2019-12-25,17:16,Atlanta,Men's Clothing,72.45,Visa
2014-02-10,11:36,Saint Paul,Sporting Goods,192.69,Cash
2000-03-26,21:06,St. Louis,Consumer Electronics,432.15,Cash
2003-10-07,22:17,Irving,Health and Beauty,489.54,MasterCard
2019-01-05,16:03,Chula Vista,Baby,287.12,MasterCard
2011-05-17,16:07,Los Angeles,Music,271.67,MasterCard
2004-08-17,23:05,Charlotte,Children's Clothing,315.86,Cash
2000-08-15,16:53,Stockton,Pet Supplies,459.44,Amex
2007-12-24,19:49,San Bernardino,Books,472.56,Cash
2017-07-13,12:53,Scottsdale,Health and Beauty,155.41,Visa
2000-04-15,13:35,Fort Wayne,Children's Clothing,8.59,Amex
2016-09-17,08:21,Seattle,Books,133.33,MasterCard
2003-10-11,17:50,Las Vegas,Baby,479.8,Cash
2006-07-11,07:16,Fort Wayne,Children's Clothing,310.54,Discover
2009-09-25,21:37,Jersey City,Garden,29.15,Visa
